run_id,base_model,dataset,lr,epochs,lora_r,lora_alpha,lora_dropout,max_len,batch_size,grad_accum,seed,target_modules,weight_decay
32,meta-llama/Llama-3.2-3B,arc-challenge,8.04963039355809e-06,1,8,16,0.01705929685368861,512,8,8,1261957108,"q_proj,v_proj",0.09251201183767972
33,meta-llama/Llama-3.2-3B,arc-challenge,7.262602649238459e-05,2,8,16,0.05909154914814168,512,8,8,744897232,"q_proj,v_proj",0.00228038710296975
34,meta-llama/Llama-3.2-3B,arc-challenge,0.00041313161507319573,2,8,16,0.07827352272502863,512,8,8,1035738743,"q_proj,v_proj",0.008272999992243858
35,meta-llama/Llama-3.2-3B,arc-challenge,4.7020437535398625e-05,3,8,16,0.09378264549749829,512,8,8,1053785245,"q_proj,v_proj",0.05717280523760754
36,meta-llama/Llama-3.2-3B,arc-challenge,4.425362042242218e-05,4,8,16,0.03315689973425522,512,8,8,573325870,"q_proj,v_proj",0.052067240247153784
37,meta-llama/Llama-3.2-3B,arc-challenge,3.773922044227056e-05,2,8,16,0.08262919241943578,512,8,8,46411587,"q_proj,v_proj",0.08961607718397668
38,meta-llama/Llama-3.2-3B,arc-challenge,9.538238603937212e-06,2,8,16,0.010857574113544356,512,8,8,1189783557,"q_proj,v_proj",0.06722400930398117
39,meta-llama/Llama-3.2-3B,arc-challenge,1.8257342886672504e-05,1,8,16,0.07269946142868826,512,8,8,1416099324,"q_proj,v_proj",0.07686474919176571
40,meta-llama/Llama-3.2-3B,arc-challenge,8.212055886165037e-06,3,8,16,0.02302139908948808,512,8,8,1967120457,"q_proj,v_proj",0.003741255617617978
41,meta-llama/Llama-3.2-3B,arc-challenge,6.4368730380772e-05,3,8,16,0.08297897431324132,512,8,8,796549538,"q_proj,v_proj",0.08082514720643019
42,meta-llama/Llama-3.2-3B,arc-challenge,2.1540103709971092e-05,1,8,16,0.029091783814011864,512,8,8,2046335868,"q_proj,v_proj",0.05150571292317146
43,meta-llama/Llama-3.2-3B,arc-challenge,1.625175196458848e-05,4,8,16,0.016460781758201815,512,8,8,2010138259,"q_proj,v_proj",0.004491061939232899
44,meta-llama/Llama-3.2-3B,arc-challenge,3.7082083230475566e-05,4,8,16,0.0891677266254914,512,8,8,2131110295,"q_proj,v_proj",0.07486080194569493
45,meta-llama/Llama-3.2-3B,arc-challenge,0.0003023813391768262,1,8,16,0.05188583603864491,512,8,8,1918662048,"q_proj,v_proj",0.0315929051830793
46,meta-llama/Llama-3.2-3B,arc-challenge,0.0001749826013289999,2,8,16,0.03736577288737101,512,8,8,1420906742,"q_proj,v_proj",0.009446666806151527
47,meta-llama/Llama-3.2-3B,arc-challenge,0.0001557934615831932,2,8,16,0.09368131505337793,512,8,8,563629665,"q_proj,v_proj",0.024097057500568477
48,meta-llama/Llama-3.2-3B,arc-challenge,8.80006478042517e-06,1,8,16,0.015328431662449404,512,8,8,1784800872,"q_proj,v_proj",0.017926830815773908
49,meta-llama/Llama-3.2-3B,arc-challenge,7.901973836181208e-05,3,8,16,0.019643466571457324,512,8,8,1878107680,"q_proj,v_proj",0.03103236729000948
50,meta-llama/Llama-3.2-3B,arc-challenge,0.00017938233827935533,2,8,16,0.05007411862023423,512,8,8,2086981357,"q_proj,v_proj",0.014389750255125079
51,meta-llama/Llama-3.2-3B,arc-challenge,5.331416107455796e-06,1,8,16,0.013182221778652104,512,8,8,493182568,"q_proj,v_proj",0.06776586736128574
52,meta-llama/Llama-3.2-3B,arc-challenge,8.762640885246884e-06,2,8,16,0.06942624356428866,512,8,8,1087335247,"q_proj,v_proj",0.05811166092209024
53,meta-llama/Llama-3.2-3B,arc-challenge,1.2546462926718123e-05,4,8,16,0.07154071296158017,512,8,8,1726844269,"q_proj,v_proj",0.07389840039155418
54,meta-llama/Llama-3.2-3B,arc-challenge,9.142932372827131e-06,2,8,16,0.09275625510065078,512,8,8,265759269,"q_proj,v_proj",0.039757819382494064
55,meta-llama/Llama-3.2-3B,arc-challenge,1.999251303735131e-05,1,8,16,0.06628642127635824,512,8,8,1049226247,"q_proj,v_proj",0.095562325704697
56,meta-llama/Llama-3.2-3B,arc-challenge,1.8700897855296114e-05,4,8,16,0.0024859491386256317,512,8,8,1986010978,"q_proj,v_proj",0.05551980423268247
57,meta-llama/Llama-3.2-3B,arc-challenge,9.266595965826042e-05,4,8,16,0.014033959706391264,512,8,8,227412942,"q_proj,v_proj",0.04191143193163038
58,meta-llama/Llama-3.2-3B,arc-challenge,0.0004279902037931727,1,8,16,0.09330232216002113,512,8,8,1279991635,"q_proj,v_proj",0.08043609156129708
59,meta-llama/Llama-3.2-3B,arc-challenge,4.3026221380844765e-05,3,8,16,0.0017836783976987736,512,8,8,1685266673,"q_proj,v_proj",0.010914399676573495
60,meta-llama/Llama-3.2-3B,arc-challenge,0.0002279435113674999,2,8,16,0.02326407419664337,512,8,8,1711151666,"q_proj,v_proj",0.05307695905990535
61,meta-llama/Llama-3.2-3B,arc-challenge,8.147073713056173e-05,4,8,16,0.06031071573387257,512,8,8,1863455212,"q_proj,v_proj",0.04125715692736803
62,meta-llama/Llama-3.2-3B,arc-challenge,2.80116112917156e-05,4,8,16,0.06519310255799741,512,8,8,914574815,"q_proj,v_proj",0.0867490631752325
63,meta-llama/Llama-3.2-3B,arc-challenge,4.043558852507523e-05,3,8,16,0.023666236299758114,512,8,8,532231408,"q_proj,v_proj",0.07460142802434465
64,meta-llama/Llama-3.2-3B,arc-challenge,0.00021483623421560678,4,8,16,0.006655885695517816,512,8,8,226082954,"q_proj,v_proj",0.05944336637564518
65,meta-llama/Llama-3.2-3B,arc-challenge,9.802040502850602e-06,1,8,16,0.031033467392407445,512,8,8,1770952863,"q_proj,v_proj",0.014387193297114265
66,meta-llama/Llama-3.2-3B,arc-challenge,0.00034746490757460994,3,8,16,0.028472008233793557,512,8,8,355476667,"q_proj,v_proj",0.015361339519205864
67,meta-llama/Llama-3.2-3B,arc-challenge,8.510403109681521e-06,3,8,16,0.005539540916426011,512,8,8,45415018,"q_proj,v_proj",0.01746414709358527
68,meta-llama/Llama-3.2-3B,arc-challenge,6.393429337958669e-06,2,8,16,0.06807145267995064,512,8,8,1269471677,"q_proj,v_proj",0.03936304568320283
69,meta-llama/Llama-3.2-3B,arc-challenge,2.1624804915470385e-05,4,8,16,0.08750049422346086,512,8,8,1083461842,"q_proj,v_proj",0.0851131626822206
70,meta-llama/Llama-3.2-3B,arc-challenge,6.108296761292224e-06,2,8,16,0.023674487110439603,512,8,8,389764866,"q_proj,v_proj",0.024938757583221186
71,meta-llama/Llama-3.2-3B,arc-challenge,6.941211982427448e-05,4,8,16,0.004925411992759399,512,8,8,893916751,"q_proj,v_proj",0.03736141384595716
72,meta-llama/Llama-3.2-3B,arc-challenge,5.5779665013801495e-05,4,8,16,0.08334585537885597,512,8,8,218338748,"q_proj,v_proj",0.005196186646510426
73,meta-llama/Llama-3.2-3B,arc-challenge,0.000353715215856888,3,8,16,0.08435749515977528,512,8,8,212843850,"q_proj,v_proj",0.09026531439276171
74,meta-llama/Llama-3.2-3B,arc-challenge,0.00045510474704403895,2,8,16,0.07794775407713289,512,8,8,1722337462,"q_proj,v_proj",0.06424832759955477
75,meta-llama/Llama-3.2-3B,arc-challenge,0.0001807018977091722,3,8,16,0.05360680359476373,512,8,8,288948666,"q_proj,v_proj",0.051422287019041446
76,meta-llama/Llama-3.2-3B,arc-challenge,0.00025948621579753497,4,8,16,0.03850894961003535,512,8,8,993854069,"q_proj,v_proj",0.06395632712371101
77,meta-llama/Llama-3.2-3B,arc-challenge,1.70567639530467e-05,1,8,16,0.04778772740237458,512,8,8,300150376,"q_proj,v_proj",0.041688936859488504
78,meta-llama/Llama-3.2-3B,arc-challenge,1.4591834168446926e-05,2,8,16,0.03663924498262474,512,8,8,789225602,"q_proj,v_proj",0.032749556441254546
79,meta-llama/Llama-3.2-3B,arc-challenge,2.8701075015380025e-05,1,8,16,0.02968764745712853,512,8,8,1472622620,"q_proj,v_proj",0.09488579267153405
80,meta-llama/Llama-3.2-3B,arc-challenge,0.00034014652885821584,4,8,16,0.03283612050046888,512,8,8,1032747280,"q_proj,v_proj",0.05354347898300032
81,meta-llama/Llama-3.2-3B,arc-challenge,0.0002489378772401774,2,8,16,0.08043918279470774,512,8,8,1401420641,"q_proj,v_proj",0.05327222760657402
82,meta-llama/Llama-3.2-3B,arc-challenge,9.221578399579074e-05,1,8,16,0.07348931623102908,512,8,8,618809469,"q_proj,v_proj",0.020240459312571835
83,meta-llama/Llama-3.2-3B,arc-challenge,0.00012262139765706665,3,8,16,0.013210283730154393,512,8,8,1848380123,"q_proj,v_proj",0.061437974054191984
84,meta-llama/Llama-3.2-3B,arc-challenge,7.747498499441557e-06,3,8,16,0.008449321882352024,512,8,8,1558462443,"q_proj,v_proj",0.0935939822700626
85,meta-llama/Llama-3.2-3B,arc-challenge,9.41425297813519e-06,4,8,16,0.08008841760850967,512,8,8,2059179647,"q_proj,v_proj",0.05936820044663541
86,meta-llama/Llama-3.2-3B,arc-challenge,0.00018374613537697212,4,8,16,0.09460270628173303,512,8,8,1707496113,"q_proj,v_proj",0.02533833538391872
87,meta-llama/Llama-3.2-3B,arc-challenge,7.570451736309177e-05,1,8,16,0.061616570002412135,512,8,8,204116597,"q_proj,v_proj",0.01712913040927888
88,meta-llama/Llama-3.2-3B,arc-challenge,6.743280529444529e-05,1,8,16,0.046598515298122735,512,8,8,1229285167,"q_proj,v_proj",0.05226317755131228
89,meta-llama/Llama-3.2-3B,arc-challenge,0.0001685841669954282,4,8,16,0.049215321557542914,512,8,8,1716364958,"q_proj,v_proj",0.05995934415226123
90,meta-llama/Llama-3.2-3B,arc-challenge,0.0003642859955321634,4,8,16,0.011710356590011052,512,8,8,257125922,"q_proj,v_proj",0.008770901191076841
91,meta-llama/Llama-3.2-3B,arc-challenge,0.00010344192034990947,3,8,16,0.07743214161418432,512,8,8,898954480,"q_proj,v_proj",0.06712314133085927
92,meta-llama/Llama-3.2-3B,arc-challenge,2.3240502873106543e-05,3,8,16,0.07625321470706524,512,8,8,1929227469,"q_proj,v_proj",0.027053494091017573
93,meta-llama/Llama-3.2-3B,arc-challenge,2.675186350497007e-05,3,8,16,0.015761164862499965,512,8,8,675254715,"q_proj,v_proj",0.014778337254219166
94,meta-llama/Llama-3.2-3B,arc-challenge,0.0003725846264273012,3,8,16,0.038331982277740984,512,8,8,940391758,"q_proj,v_proj",0.0729685708677378
95,meta-llama/Llama-3.2-3B,arc-challenge,6.381990227536952e-05,4,8,16,0.07803014939093922,512,8,8,2010345312,"q_proj,v_proj",0.04793695641245404
96,meta-llama/Llama-3.2-3B,arc-challenge,2.8293648332817965e-05,3,8,16,0.07177602360036435,512,8,8,2118775108,"q_proj,v_proj",0.09511946600038412
97,meta-llama/Llama-3.2-3B,arc-challenge,8.6283381844128e-06,2,8,16,0.06370738839912075,512,8,8,1826507167,"q_proj,v_proj",0.012192167833511259
98,meta-llama/Llama-3.2-3B,arc-challenge,7.507338603187167e-05,1,8,16,0.001230268588860284,512,8,8,1473380724,"q_proj,v_proj",0.04543179618417466
99,meta-llama/Llama-3.2-3B,arc-challenge,0.00022375308234967367,2,8,16,0.045854808179855114,512,8,8,634278676,"q_proj,v_proj",0.04423141270678932
100,meta-llama/Llama-3.2-3B,arc-challenge,2.0082824230008784e-05,3,8,16,0.0781294035431516,512,8,8,1972338951,"q_proj,v_proj",0.01105884109961105
101,meta-llama/Llama-3.2-3B,arc-challenge,0.000493218456784174,1,8,16,0.0283908437864039,512,8,8,1888067674,"q_proj,v_proj",0.08368965796609383
102,meta-llama/Llama-3.2-3B,arc-challenge,8.16223450441453e-06,3,8,16,0.0665684736106537,512,8,8,2145561070,"q_proj,v_proj",0.0650125015558797
103,meta-llama/Llama-3.2-3B,arc-challenge,7.5831816318725325e-06,3,8,16,0.0028999503204469425,512,8,8,1926364554,"q_proj,v_proj",0.024082805804114704
104,meta-llama/Llama-3.2-3B,arc-challenge,9.660814755581147e-06,4,8,16,0.01982042272128979,512,8,8,1668096449,"q_proj,v_proj",0.09106382271308854
105,meta-llama/Llama-3.2-3B,arc-challenge,0.00010268525430382959,4,8,16,0.0005429834128700461,512,8,8,77658828,"q_proj,v_proj",0.005165791701439893
106,meta-llama/Llama-3.2-3B,arc-challenge,8.143673616803415e-05,4,8,16,0.023855282062738847,512,8,8,1721169081,"q_proj,v_proj",0.0849408842923073
107,meta-llama/Llama-3.2-3B,arc-challenge,6.5077953107222895e-06,3,8,16,0.09277954301722804,512,8,8,1720056777,"q_proj,v_proj",0.07721083991043806
108,meta-llama/Llama-3.2-3B,arc-challenge,0.00012451210412058996,4,8,16,0.004015129954706642,512,8,8,1799548815,"q_proj,v_proj",0.02017821107190554
109,meta-llama/Llama-3.2-3B,arc-challenge,8.88827254189142e-06,3,8,16,0.07451881283288446,512,8,8,1083472050,"q_proj,v_proj",0.06300118445763987
110,meta-llama/Llama-3.2-3B,arc-challenge,0.00025190234118621933,2,8,16,0.07346210919351616,512,8,8,333317362,"q_proj,v_proj",0.01930414908689041
111,meta-llama/Llama-3.2-3B,arc-challenge,1.739752651139767e-05,1,8,16,0.09802047848986818,512,8,8,1524508728,"q_proj,v_proj",0.06115436059770696
112,meta-llama/Llama-3.2-3B,arc-challenge,6.426442621835232e-06,1,8,16,0.00423505515801671,512,8,8,1323513434,"q_proj,v_proj",0.08841457113668172
113,meta-llama/Llama-3.2-3B,arc-challenge,0.00013125823936347152,2,8,16,0.009172100582419808,512,8,8,371789218,"q_proj,v_proj",0.0183533228880319
114,meta-llama/Llama-3.2-3B,arc-challenge,0.00045606249984002557,3,8,16,0.0784080948341408,512,8,8,984751480,"q_proj,v_proj",0.0636408342107777
115,meta-llama/Llama-3.2-3B,arc-challenge,6.979049911628184e-05,2,8,16,0.09460244535580951,512,8,8,311664848,"q_proj,v_proj",0.030134263251471796
116,meta-llama/Llama-3.2-3B,arc-challenge,7.161507250499705e-05,3,8,16,0.06492331552453089,512,8,8,1502757397,"q_proj,v_proj",0.09405944096955185
117,meta-llama/Llama-3.2-3B,arc-challenge,9.904851853029502e-06,2,8,16,0.0404034390740766,512,8,8,1091679192,"q_proj,v_proj",0.047416872948261815
118,meta-llama/Llama-3.2-3B,arc-challenge,8.657750313005256e-06,4,8,16,0.02780755457812574,512,8,8,287965981,"q_proj,v_proj",0.03047046037608313
119,meta-llama/Llama-3.2-3B,arc-challenge,3.5873721455296234e-05,4,8,16,0.0634629117418263,512,8,8,1312085765,"q_proj,v_proj",0.041181089658557025
120,meta-llama/Llama-3.2-3B,arc-challenge,3.2850064240866626e-05,4,8,16,0.058830624840900826,512,8,8,467353701,"q_proj,v_proj",0.03170409113172379
121,meta-llama/Llama-3.2-3B,arc-challenge,5.9032295715515585e-06,2,8,16,0.04741326750901703,512,8,8,898507252,"q_proj,v_proj",0.0225592868204211
122,meta-llama/Llama-3.2-3B,arc-challenge,6.980489378059195e-05,2,8,16,0.07020021811103715,512,8,8,1214985903,"q_proj,v_proj",0.064794848220121
123,meta-llama/Llama-3.2-3B,arc-challenge,0.0001008872112631471,3,8,16,0.07874322219859539,512,8,8,679064719,"q_proj,v_proj",0.05491443835996795
124,meta-llama/Llama-3.2-3B,arc-challenge,3.6459137852197096e-05,3,8,16,0.03606573344502543,512,8,8,1344351565,"q_proj,v_proj",0.05127392446067583
125,meta-llama/Llama-3.2-3B,arc-challenge,0.00014872411089579697,3,8,16,0.09210571972951917,512,8,8,1903535703,"q_proj,v_proj",0.05036329251830993
126,meta-llama/Llama-3.2-3B,arc-challenge,5.489341298994747e-05,2,8,16,0.03144506917442013,512,8,8,1717708626,"q_proj,v_proj",0.08373823623450687
127,meta-llama/Llama-3.2-3B,arc-challenge,4.866909799682541e-05,1,8,16,0.00720591470729437,512,8,8,248800420,"q_proj,v_proj",0.08419932110394632
128,meta-llama/Llama-3.2-3B,arc-challenge,6.458115950136551e-06,1,8,16,0.033413004050154585,512,8,8,602608470,"q_proj,v_proj",0.01729944451915938
129,meta-llama/Llama-3.2-3B,arc-challenge,2.1220555280335937e-05,1,8,16,0.001468284356007077,512,8,8,1594920141,"q_proj,v_proj",0.08271734245206865
130,meta-llama/Llama-3.2-3B,arc-challenge,0.0002582652954297702,2,8,16,0.015361289906063481,512,8,8,799425640,"q_proj,v_proj",0.06008404079450809
131,meta-llama/Llama-3.2-3B,arc-challenge,8.675911555740596e-06,3,8,16,0.09584291809009725,512,8,8,783658360,"q_proj,v_proj",0.09954644725836372
132,meta-llama/Llama-3.2-3B,arc-challenge,0.00017505712313163003,2,8,16,0.06876650491660925,512,8,8,667784757,"q_proj,v_proj",0.07054063654840127
133,meta-llama/Llama-3.2-3B,arc-challenge,2.9830009705435634e-05,4,8,16,0.0010727644975676244,512,8,8,1376297861,"q_proj,v_proj",0.02090576586022415
134,meta-llama/Llama-3.2-3B,arc-challenge,5.612374080527685e-05,2,8,16,0.016590686787653363,512,8,8,351653247,"q_proj,v_proj",0.0836304290550238
135,meta-llama/Llama-3.2-3B,arc-challenge,0.0004755936087175001,4,8,16,0.08390697308817135,512,8,8,1193935254,"q_proj,v_proj",0.09903216643262726
136,meta-llama/Llama-3.2-3B,arc-challenge,9.597580898020644e-06,3,8,16,0.03925727158419199,512,8,8,962600124,"q_proj,v_proj",0.008004928364618502
137,meta-llama/Llama-3.2-3B,arc-challenge,0.00016204302797760274,1,8,16,0.046932693419040133,512,8,8,931533367,"q_proj,v_proj",0.01506729738132402
138,meta-llama/Llama-3.2-3B,arc-challenge,1.1503322850310491e-05,1,8,16,0.004464908897427888,512,8,8,1947990194,"q_proj,v_proj",0.023285228494370626
139,meta-llama/Llama-3.2-3B,arc-challenge,1.9190604934342633e-05,1,8,16,0.0586445173014796,512,8,8,1052691206,"q_proj,v_proj",0.04932899758506666
140,meta-llama/Llama-3.2-3B,arc-challenge,7.365473536152302e-06,2,8,16,0.08435883847625412,512,8,8,523271872,"q_proj,v_proj",0.0637588700478459
141,meta-llama/Llama-3.2-3B,arc-challenge,9.937293216693453e-05,2,8,16,0.07629030190395292,512,8,8,1439250530,"q_proj,v_proj",0.005810848172144734
142,meta-llama/Llama-3.2-3B,arc-challenge,2.705121487974518e-05,3,8,16,0.0338456483297326,512,8,8,1158626343,"q_proj,v_proj",0.08444788732871866
143,meta-llama/Llama-3.2-3B,arc-challenge,4.614397692317469e-05,3,8,16,0.08520155168811691,512,8,8,1650615178,"q_proj,v_proj",0.05047914829034981
144,meta-llama/Llama-3.2-3B,arc-challenge,0.00032966625311802973,2,8,16,0.08502742988337218,512,8,8,1260839060,"q_proj,v_proj",0.03405907955915243
145,meta-llama/Llama-3.2-3B,arc-challenge,4.972833533609897e-05,4,8,16,0.01049797158960706,512,8,8,1141196519,"q_proj,v_proj",0.039855250670154066
146,meta-llama/Llama-3.2-3B,arc-challenge,0.00034170029161768135,3,8,16,0.01775065824369675,512,8,8,1354701919,"q_proj,v_proj",0.0338855635609605
147,meta-llama/Llama-3.2-3B,arc-challenge,1.2083034726992841e-05,2,8,16,0.09274604585040268,512,8,8,53307269,"q_proj,v_proj",0.04482073282568715
148,meta-llama/Llama-3.2-3B,arc-challenge,2.060820420918815e-05,1,8,16,0.0007314456293015637,512,8,8,1285219981,"q_proj,v_proj",0.027802210660081386
149,meta-llama/Llama-3.2-3B,arc-challenge,0.00012736113940923341,3,8,16,0.09818059475425356,512,8,8,1361010223,"q_proj,v_proj",0.062035770965804406
150,meta-llama/Llama-3.2-3B,arc-challenge,4.5079776229167626e-05,4,8,16,0.0903327871964053,512,8,8,1635163977,"q_proj,v_proj",0.07206959467183516
151,meta-llama/Llama-3.2-3B,arc-challenge,0.0004220777428926579,3,8,16,0.08668014382619266,512,8,8,1679343315,"q_proj,v_proj",0.011410407118363719
152,meta-llama/Llama-3.2-3B,arc-challenge,0.00014581325683511717,4,8,16,0.05531038024112753,512,8,8,945083285,"q_proj,v_proj",0.06541024094823568
153,meta-llama/Llama-3.2-3B,arc-challenge,0.0004351111752869454,1,8,16,0.028822824548790527,512,8,8,2114365329,"q_proj,v_proj",0.07337534974379162
154,meta-llama/Llama-3.2-3B,arc-challenge,0.00015810189675289425,3,8,16,0.012386977486422103,512,8,8,744087753,"q_proj,v_proj",0.004094696028571976
155,meta-llama/Llama-3.2-3B,arc-challenge,0.0001793313671550615,4,8,16,0.09855401694949262,512,8,8,1051622187,"q_proj,v_proj",0.046497345619365305
156,meta-llama/Llama-3.2-3B,arc-challenge,0.00045165202576347683,1,8,16,0.07936821505599727,512,8,8,883852734,"q_proj,v_proj",0.008481927231183206
157,meta-llama/Llama-3.2-3B,arc-challenge,6.454958056358556e-05,3,8,16,0.09247016672198888,512,8,8,1722410276,"q_proj,v_proj",0.08225830906174317
158,meta-llama/Llama-3.2-3B,arc-challenge,5.9280445496888525e-06,1,8,16,0.004869847231385127,512,8,8,800372183,"q_proj,v_proj",0.0109282291114558
159,meta-llama/Llama-3.2-3B,arc-challenge,0.00011209371472085032,4,8,16,0.07737206827516263,512,8,8,1531710312,"q_proj,v_proj",0.0865456548055663
160,meta-llama/Llama-3.2-3B,arc-challenge,0.0001506027635771814,2,8,16,0.0048963709823279244,512,8,8,1719858647,"q_proj,v_proj",0.02345351504412986
161,meta-llama/Llama-3.2-3B,arc-challenge,8.765275100388829e-05,1,8,16,0.0004500124939659123,512,8,8,1842810058,"q_proj,v_proj",0.05146293421163498
162,meta-llama/Llama-3.2-3B,arc-challenge,0.000113121408260479,3,8,16,0.040135555755338795,512,8,8,63581168,"q_proj,v_proj",0.08956348813836969
163,meta-llama/Llama-3.2-3B,arc-challenge,0.00011020355947186234,2,8,16,0.08527811296319127,512,8,8,510367448,"q_proj,v_proj",0.034803142340951436
164,meta-llama/Llama-3.2-3B,arc-challenge,0.0002544833344523282,4,8,16,0.0590320250883149,512,8,8,641976601,"q_proj,v_proj",0.03969400677478341
165,meta-llama/Llama-3.2-3B,arc-challenge,1.772638207418223e-05,3,8,16,0.018759368193949133,512,8,8,1903867866,"q_proj,v_proj",0.00848115912357631
166,meta-llama/Llama-3.2-3B,arc-challenge,2.414481496031648e-05,2,8,16,0.08074316059762818,512,8,8,1541118333,"q_proj,v_proj",0.09987433700667649
167,meta-llama/Llama-3.2-3B,arc-challenge,1.957465508690246e-05,4,8,16,0.01368212780296263,512,8,8,876048668,"q_proj,v_proj",0.05748719296230336
